Sprite, Number, Name, Type(s), HP, Atk, Def, SpA, SpD, Spe, Ability/Abilities, Color
<img src = "http://www.serebii.net/blackwhite/pokemon/471.png">,#471,Glaceon,Ice,65,60,110,130,95,65,Snow-cloak : Raises evasion in a hailstorm./Snow-cloak : Raises evasion in a hailstorm./Ice-body : The Pokemon gradually regains HP in a hailstorm.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/472.png">,#472,Gliscor,Ground/Flying,75,95,125,45,75,95,Hyper-cutter : Prevents other Pokemon from lowering Attack stat./Sand-veil : Boosts the Pokemon's evasion in a sandstorm./Poison-heal : Restores HP if the Pokemon is poisoned.,Purple
<img src = "http://www.serebii.net/blackwhite/pokemon/473.png">,#473,Mamoswine,Ice/Ground,110,130,80,70,60,80,Oblivious : Prevents it from becoming infatuated./Snow-cloak : Raises evasion in a hailstorm./Thick-fat : Ups resistance to Fire- and Ice-type moves.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/474.png">,#474,Porygon-z,Normal,85,80,70,135,75,90,Adaptability : Powers up moves of the same type./Download : Adjusts power according to a foe's defenses./Analytic : Boosts move power when the Pokemon moves last.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/475.png">,#475,Gallade,Psychic/Fighting,68,125,65,65,115,80,Steadfast : Raises Speed each time the Pokemon flinches./Steadfast : Raises Speed each time the Pokemon flinches./Justified : Raises Attack when hit by a Dark-type move.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/476.png">,#476,Probopass,Rock/Steel,60,55,145,75,150,40,Sturdy : It cannot be knocked out with one hit./Magnet-pull : Prevents Steel-type Pokemon from escaping./Sand-force : Boosts certain moves' power in a sandstorm.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/477.png">,#477,Dusknoir,Ghost,45,100,135,65,135,45,Pressure : The Pokemon raises the foe's PP usage.,Black
<img src = "http://www.serebii.net/blackwhite/pokemon/478.png">,#478,Froslass,Ice/Ghost,70,80,70,80,70,110,Snow-cloak : Raises evasion in a hailstorm./Snow-cloak : Raises evasion in a hailstorm./Cursed-body : May disable a move used on the Pokemon.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/479.png">,#479,Rotom,Electric/Ghost,50,50,77,95,77,91,Levitate : Gives full immunity to all Ground-type moves.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/480.png">,#480,Uxie,Psychic,75,75,130,75,130,95,Levitate : Gives full immunity to all Ground-type moves.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/481.png">,#481,Mesprit,Psychic,80,105,105,105,105,80,Levitate : Gives full immunity to all Ground-type moves.,Pink
<img src = "http://www.serebii.net/blackwhite/pokemon/482.png">,#482,Azelf,Psychic,75,125,70,125,70,115,Levitate : Gives full immunity to all Ground-type moves.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/483.png">,#483,Dialga,Steel/Dragon,100,120,120,150,100,90,Pressure : The Pokemon raises the foe's PP usage./Telepathy : Anticipates an ally's attack and dodges it.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/484.png">,#484,Palkia,Water/Dragon,90,120,100,150,120,100,Pressure : The Pokemon raises the foe's PP usage./Telepathy : Anticipates an ally's attack and dodges it.,Purple
<img src = "http://www.serebii.net/blackwhite/pokemon/485.png">,#485,Heatran,Fire/Steel,91,90,106,130,106,77,Flash-fire : It powers up Fire-type moves if it's hit by one./Flame-body : Contact with the Pokemon may burn the attacker.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/486.png">,#486,Regigigas,Normal,110,160,110,80,110,100,Slow-start : Temporarily halves Attack and Speed.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/487.png">,#487,Giratina,Ghost/Dragon,150,100,120,100,120,90,Pressure : The Pokemon raises the foe's PP usage./Telepathy : Anticipates an ally's attack and dodges it.,Black
<img src = "http://www.serebii.net/blackwhite/pokemon/488.png">,#488,Cresselia,Psychic,120,70,120,75,130,85,Levitate : Gives full immunity to all Ground-type moves.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/489.png">,#489,Phione,Water,80,80,80,80,80,80,Hydration : Heals status problems if it is raining.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/490.png">,#490,Manaphy,Water,100,100,100,100,100,100,Hydration : Heals status problems if it is raining.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/491.png">,#491,Darkrai,Dark,70,90,90,135,90,125,Bad-dreams : Reduces a sleeping foe's HP.,Black
<img src = "http://www.serebii.net/blackwhite/pokemon/492.png">,#492,Shaymin,Grass,100,100,100,100,100,100,Natural-cure : All status problems heal when it switches out.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/493.png">,#493,Arceus,Normal,120,120,120,120,120,120,Multitype : Changes type to match the held Plate.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/494.png">,#494,Victini,Psychic/Fire,100,100,100,100,100,100,Victory-star : Boosts the accuracy of its allies and itself.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/495.png">,#495,Snivy,Grass,45,45,55,45,55,63,Overgrow : Powers up Grass-type moves in a pinch./Overgrow : Powers up Grass-type moves in a pinch./Contrary : Makes stat changes have an opposite effect.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/496.png">,#496,Servine,Grass,60,60,75,60,75,83,Overgrow : Powers up Grass-type moves in a pinch./Overgrow : Powers up Grass-type moves in a pinch./Contrary : Makes stat changes have an opposite effect.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/497.png">,#497,Serperior,Grass,75,75,95,75,95,113,Overgrow : Powers up Grass-type moves in a pinch./Overgrow : Powers up Grass-type moves in a pinch./Contrary : Makes stat changes have an opposite effect.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/498.png">,#498,Tepig,Fire,65,63,45,45,45,45,Blaze : Powers up Fire-type moves in a pinch./Blaze : Powers up Fire-type moves in a pinch./Thick-fat : Ups resistance to Fire- and Ice-type moves.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/499.png">,#499,Pignite,Fire/Fighting,90,93,55,70,55,55,Blaze : Powers up Fire-type moves in a pinch./Blaze : Powers up Fire-type moves in a pinch./Thick-fat : Ups resistance to Fire- and Ice-type moves.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/500.png">,#500,Emboar,Fire/Fighting,110,123,65,100,65,65,Blaze : Powers up Fire-type moves in a pinch./Blaze : Powers up Fire-type moves in a pinch./Reckless : Powers up moves that have recoil damage.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/501.png">,#501,Oshawott,Water,55,55,45,63,45,45,Torrent : Powers up Water-type moves in a pinch./Torrent : Powers up Water-type moves in a pinch./Shell-armor : The Pokemon is protected against critical hits.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/502.png">,#502,Dewott,Water,75,75,60,83,60,60,Torrent : Powers up Water-type moves in a pinch./Torrent : Powers up Water-type moves in a pinch./Shell-armor : The Pokemon is protected against critical hits.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/503.png">,#503,Samurott,Water,95,100,85,108,70,70,Torrent : Powers up Water-type moves in a pinch./Torrent : Powers up Water-type moves in a pinch./Shell-armor : The Pokemon is protected against critical hits.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/504.png">,#504,Patrat,Normal,45,55,39,35,39,42,Run-away : Enables a sure getaway from wild Pokemon./Keen-eye : Prevents other Pokemon from lowering accuracy./Analytic : Boosts move power when the Pokemon moves last.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/505.png">,#505,Watchog,Normal,60,85,69,60,69,77,Illuminate : Raises the likelihood of meeting wild Pokemon./Keen-eye : Prevents other Pokemon from lowering accuracy./Analytic : Boosts move power when the Pokemon moves last.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/506.png">,#506,Lillipup,Normal,45,60,45,25,45,55,Vital-spirit : Prevents the Pokemon from falling asleep./Pickup : The Pokemon may pick up items./Run-away : Enables a sure getaway from wild Pokemon.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/507.png">,#507,Herdier,Normal,65,80,65,35,65,60,Intimidate : Lowers the foe's Attack stat./Sand-rush : Boosts the Pokemon's Speed in a sandstorm./Scrappy : Enables moves to hit Ghost-type Pokemon.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/508.png">,#508,Stoutland,Normal,85,100,90,45,90,80,Intimidate : Lowers the foe's Attack stat./Sand-rush : Boosts the Pokemon's Speed in a sandstorm./Scrappy : Enables moves to hit Ghost-type Pokemon.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/509.png">,#509,Purrloin,Dark,41,50,37,50,37,66,Limber : The Pokemon is protected from paralysis./Unburden : Raises Speed if a held item is used./Prankster : Gives priority to a status move.,Purple
<img src = "http://www.serebii.net/blackwhite/pokemon/510.png">,#510,Liepard,Dark,64,88,50,88,50,106,Limber : The Pokemon is protected from paralysis./Unburden : Raises Speed if a held item is used./Prankster : Gives priority to a status move.,Purple
<img src = "http://www.serebii.net/blackwhite/pokemon/511.png">,#511,Pansage,Grass,50,53,48,53,48,64,Gluttony : Encourages the early use of a held Berry./Overgrow : Powers up Grass-type moves in a pinch.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/512.png">,#512,Simisage,Grass,75,98,63,98,63,101,Gluttony : Encourages the early use of a held Berry./Overgrow : Powers up Grass-type moves in a pinch.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/513.png">,#513,Pansear,Fire,50,53,48,53,48,64,Gluttony : Encourages the early use of a held Berry./Blaze : Powers up Fire-type moves in a pinch.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/514.png">,#514,Simisear,Fire,75,98,63,98,63,101,Gluttony : Encourages the early use of a held Berry./Blaze : Powers up Fire-type moves in a pinch.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/515.png">,#515,Panpour,Water,50,53,48,53,48,64,Gluttony : Encourages the early use of a held Berry./Torrent : Powers up Water-type moves in a pinch.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/516.png">,#516,Simipour,Water,75,98,63,98,63,101,Gluttony : Encourages the early use of a held Berry./Torrent : Powers up Water-type moves in a pinch.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/517.png">,#517,Munna,Psychic,76,25,45,67,55,24,Forewarn : Determines what moves a foe has./Synchronize : Passes a burn./Telepathy : Anticipates an ally's attack and dodges it.,Pink
<img src = "http://www.serebii.net/blackwhite/pokemon/518.png">,#518,Musharna,Psychic,116,55,85,107,95,29,Forewarn : Determines what moves a foe has./Synchronize : Passes a burn./Telepathy : Anticipates an ally's attack and dodges it.,Pink
<img src = "http://www.serebii.net/blackwhite/pokemon/519.png">,#519,Pidove,Normal/Flying,50,55,50,36,30,43,Big-pecks : Protects the Pokemon from Defense-lowering attacks./Super-luck : Heightens the critical- hit ratios of moves./Rivalry : Deals more damage to a Pokemon of same gender.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/520.png">,#520,Tranquill,Normal/Flying,62,77,62,50,42,65,Big-pecks : Protects the Pokemon from Defense-lowering attacks./Super-luck : Heightens the critical- hit ratios of moves./Rivalry : Deals more damage to a Pokemon of same gender.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/521.png">,#521,Unfezant,Normal/Flying,80,105,80,65,55,93,Big-pecks : Protects the Pokemon from Defense-lowering attacks./Super-luck : Heightens the critical- hit ratios of moves./Rivalry : Deals more damage to a Pokemon of same gender.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/522.png">,#522,Blitzle,Electric,45,60,32,50,32,76,Lightningrod : Draws in all Electric-type moves to up Sp. Attack./Motor-drive : Raises Speed if hit by an Electric-type move./Sap-sipper : Boosts Attack when hit by a Grass-type move.,Black
<img src = "http://www.serebii.net/blackwhite/pokemon/523.png">,#523,Zebstrika,Electric,75,100,63,80,63,116,Lightningrod : Draws in all Electric-type moves to up Sp. Attack./Motor-drive : Raises Speed if hit by an Electric-type move./Sap-sipper : Boosts Attack when hit by a Grass-type move.,Black
<img src = "http://www.serebii.net/blackwhite/pokemon/524.png">,#524,Roggenrola,Rock,55,75,85,25,25,15,Sturdy : It cannot be knocked out with one hit./Sand-force : Boosts certain moves' power in a sandstorm.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/525.png">,#525,Boldore,Rock,70,105,105,50,40,20,Sturdy : It cannot be knocked out with one hit./Sand-force : Boosts certain moves' power in a sandstorm.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/526.png">,#526,Gigalith,Rock,85,135,130,60,70,25,Sturdy : It cannot be knocked out with one hit./Sand-force : Boosts certain moves' power in a sandstorm.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/527.png">,#527,Woobat,Psychic/Flying,55,45,43,55,43,72,Unaware : Ignores any stat changes in the Pokemon./Klutz : The Pokemon can't use any held items./Simple : The Pokemon is prone to wild stat changes.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/528.png">,#528,Swoobat,Psychic/Flying,67,57,55,77,55,114,Unaware : Ignores any stat changes in the Pokemon./Klutz : The Pokemon can't use any held items./Simple : The Pokemon is prone to wild stat changes.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/529.png">,#529,Drilbur,Ground,60,85,40,30,45,68,Sand-rush : Boosts the Pokemon's Speed in a sandstorm./Sand-force : Boosts certain moves' power in a sandstorm./Mold-breaker : Moves can be used regardless of Abilities.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/530.png">,#530,Excadrill,Ground/Steel,110,135,60,50,65,88,Sand-rush : Boosts the Pokemon's Speed in a sandstorm./Sand-force : Boosts certain moves' power in a sandstorm./Mold-breaker : Moves can be used regardless of Abilities.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/531.png">,#531,Audino,Normal,103,60,86,60,86,50,Healer : May heal an ally's status conditions./Regenerator : Restores a little HP when withdrawn from battle./Klutz : The Pokemon can't use any held items.,Pink
<img src = "http://www.serebii.net/blackwhite/pokemon/532.png">,#532,Timburr,Fighting,75,80,55,25,35,35,Guts : Boosts Attack if there is a status problem./Sheer-force : Removes added effects to increase move damage./Iron-fist : Boosts the power of punching moves.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/533.png">,#533,Gurdurr,Fighting,85,105,85,40,50,40,Guts : Boosts Attack if there is a status problem./Sheer-force : Removes added effects to increase move damage./Iron-fist : Boosts the power of punching moves.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/534.png">,#534,Conkeldurr,Fighting,105,140,95,55,65,45,Guts : Boosts Attack if there is a status problem./Sheer-force : Removes added effects to increase move damage./Iron-fist : Boosts the power of punching moves.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/535.png">,#535,Tympole,Water,50,50,40,50,40,64,Swift-swim : Boosts the Pokemon's Speed in rain./Hydration : Heals status problems if it is raining./Water-absorb : Restores HP if hit by a Water-type move.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/536.png">,#536,Palpitoad,Water/Ground,75,65,55,65,55,69,Swift-swim : Boosts the Pokemon's Speed in rain./Hydration : Heals status problems if it is raining./Water-absorb : Restores HP if hit by a Water-type move.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/537.png">,#537,Seismitoad,Water/Ground,105,85,75,85,75,74,Swift-swim : Boosts the Pokemon's Speed in rain./Poison-touch : May poison targets when a Pokemon makes contact./Water-absorb : Restores HP if hit by a Water-type move.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/538.png">,#538,Throh,Fighting,120,100,85,30,85,45,Guts : Boosts Attack if there is a status problem./Inner-focus : The Pokemon is protected from flinching./Mold-breaker : Moves can be used regardless of Abilities.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/539.png">,#539,Sawk,Fighting,75,125,75,30,75,85,Sturdy : It cannot be knocked out with one hit./Inner-focus : The Pokemon is protected from flinching./Mold-breaker : Moves can be used regardless of Abilities.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/540.png">,#540,Sewaddle,Bug/Grass,45,53,70,40,60,42,Swarm : Powers up Bug-type moves in a pinch./Chlorophyll : Boosts the Pokemon's Speed in sunshine./Overcoat : Protects the Pokemon from damage from weather.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/541.png">,#541,Swadloon,Bug/Grass,55,63,90,50,80,42,Leaf-guard : Prevents problems with status in sunny weather./Chlorophyll : Boosts the Pokemon's Speed in sunshine./Overcoat : Protects the Pokemon from damage from weather.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/542.png">,#542,Leavanny,Bug/Grass,75,103,80,70,70,92,Swarm : Powers up Bug-type moves in a pinch./Chlorophyll : Boosts the Pokemon's Speed in sunshine./Overcoat : Protects the Pokemon from damage from weather.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/543.png">,#543,Venipede,Bug/Poison,30,45,59,30,39,57,Poison-point : Contact with the Pokemon may poison the attacker./Swarm : Powers up Bug-type moves in a pinch./Quick-feet : Boosts Speed if there is a status problem.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/544.png">,#544,Whirlipede,Bug/Poison,40,55,99,40,79,47,Poison-point : Contact with the Pokemon may poison the attacker./Swarm : Powers up Bug-type moves in a pinch./Quick-feet : Boosts Speed if there is a status problem.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/545.png">,#545,Scolipede,Bug/Poison,60,90,89,55,69,112,Poison-point : Contact with the Pokemon may poison the attacker./Swarm : Powers up Bug-type moves in a pinch./Quick-feet : Boosts Speed if there is a status problem.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/546.png">,#546,Cottonee,Grass,40,27,60,37,50,66,Prankster : Gives priority to a status move./Infiltrator : Passes through the foe's barrier and strikes./Chlorophyll : Boosts the Pokemon's Speed in sunshine.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/547.png">,#547,Whimsicott,Grass,60,67,85,77,75,116,Prankster : Gives priority to a status move./Infiltrator : Passes through the foe's barrier and strikes./Chlorophyll : Boosts the Pokemon's Speed in sunshine.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/548.png">,#548,Petilil,Grass,45,35,50,70,50,30,Chlorophyll : Boosts the Pokemon's Speed in sunshine./Own-tempo : Prevents the Pokemon from becoming confused./Leaf-guard : Prevents problems with status in sunny weather.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/549.png">,#549,Lilligant,Grass,70,60,75,110,75,90,Chlorophyll : Boosts the Pokemon's Speed in sunshine./Own-tempo : Prevents the Pokemon from becoming confused./Leaf-guard : Prevents problems with status in sunny weather.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/550.png">,#550,Basculin,Water,70,92,65,80,55,98,Reckless : Powers up moves that have recoil damage./Adaptability : Powers up moves of the same type./Mold-breaker : Moves can be used regardless of Abilities.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/551.png">,#551,Sandile,Ground/Dark,50,72,35,35,35,65,Intimidate : Lowers the foe's Attack stat./Moxie : Boosts Attack after knocking out any Pokemon./Anger-point : Maxes Attack after taking a critical hit.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/552.png">,#552,Krokorok,Ground/Dark,60,82,45,45,45,74,Intimidate : Lowers the foe's Attack stat./Moxie : Boosts Attack after knocking out any Pokemon./Anger-point : Maxes Attack after taking a critical hit.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/553.png">,#553,Krookodile,Ground/Dark,95,117,70,65,70,92,Intimidate : Lowers the foe's Attack stat./Moxie : Boosts Attack after knocking out any Pokemon./Anger-point : Maxes Attack after taking a critical hit.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/554.png">,#554,Darumaka,Fire,70,90,45,15,45,50,Hustle : Boosts the Attack stat./Inner-focus : The Pokemon is protected from flinching.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/555.png">,#555,Darmanitan,Fire,105,140,55,30,55,95,Sheer-force : Removes added effects to increase move damage./Zen-mode : Changes the Pokemon's shape when HP is halved.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/556.png">,#556,Maractus,Grass,75,86,67,106,67,60,Water-absorb : Restores HP if hit by a Water-type move./Chlorophyll : Boosts the Pokemon's Speed in sunshine./Storm-drain : Draws in all Water-type moves to up Sp. Attack.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/557.png">,#557,Dwebble,Bug/Rock,50,65,85,35,35,55,Sturdy : It cannot be knocked out with one hit./Shell-armor : The Pokemon is protected against critical hits./Weak-armor : Physical attacks lower Defense and raise Speed.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/558.png">,#558,Crustle,Bug/Rock,70,95,125,65,75,45,Sturdy : It cannot be knocked out with one hit./Shell-armor : The Pokemon is protected against critical hits./Weak-armor : Physical attacks lower Defense and raise Speed.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/559.png">,#559,Scraggy,Dark/Fighting,50,75,70,35,70,48,Shed-skin : The Pokemon may heal its own status problems./Moxie : Boosts Attack after knocking out any Pokemon./Intimidate : Lowers the foe's Attack stat.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/560.png">,#560,Scrafty,Dark/Fighting,65,90,115,45,115,58,Shed-skin : The Pokemon may heal its own status problems./Moxie : Boosts Attack after knocking out any Pokemon./Intimidate : Lowers the foe's Attack stat.,Red
<img src = "http://www.serebii.net/blackwhite/pokemon/561.png">,#561,Sigilyph,Psychic/Flying,72,58,80,103,80,97,Wonder-skin : Makes status-changing moves more likely to miss./Magic-guard : The Pokemon only takes damage from attacks./Tinted-lens : Powers up not very effective moves.,Black
<img src = "http://www.serebii.net/blackwhite/pokemon/562.png">,#562,Yamask,Ghost,38,30,85,55,65,30,Mummy : Contact with this Pokemon spreads this Ability.,Black
<img src = "http://www.serebii.net/blackwhite/pokemon/563.png">,#563,Cofagrigus,Ghost,58,50,145,95,105,30,Mummy : Contact with this Pokemon spreads this Ability.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/564.png">,#564,Tirtouga,Water/Rock,54,78,103,53,45,22,Solid-rock : Reduces damage from supereffective attacks./Sturdy : It cannot be knocked out with one hit./Swift-swim : Boosts the Pokemon's Speed in rain.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/565.png">,#565,Carracosta,Water/Rock,74,108,133,83,65,32,Solid-rock : Reduces damage from supereffective attacks./Sturdy : It cannot be knocked out with one hit./Swift-swim : Boosts the Pokemon's Speed in rain.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/566.png">,#566,Archen,Rock/Flying,55,112,45,74,45,70,Defeatist : Lowers stats when HP becomes half or less.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/567.png">,#567,Archeops,Rock/Flying,75,140,65,112,65,110,Defeatist : Lowers stats when HP becomes half or less.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/568.png">,#568,Trubbish,Poison,50,50,62,40,62,65,Stench : The stench may cause the target to flinch./Sticky-hold : Protects the Pokemon from item theft./Aftermath : Damages the attacker landing the finishing hit.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/569.png">,#569,Garbodor,Poison,80,95,82,60,82,75,Stench : The stench may cause the target to flinch./Weak-armor : Physical attacks lower Defense and raise Speed./Aftermath : Damages the attacker landing the finishing hit.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/570.png">,#570,Zorua,Dark,40,65,40,80,40,65,Illusion : Comes out disguised as the Pokemon in back.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/571.png">,#571,Zoroark,Dark,60,105,60,120,60,105,Illusion : Comes out disguised as the Pokemon in back.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/572.png">,#572,Minccino,Normal,55,50,40,40,40,75,Cute-charm : Contact with the Pokemon may cause infatuation./Technician : Powers up the Pokemon's weaker moves./Skill-link : Increases the frequency of multi-strike moves.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/573.png">,#573,Cinccino,Normal,75,95,60,65,60,115,Cute-charm : Contact with the Pokemon may cause infatuation./Technician : Powers up the Pokemon's weaker moves./Skill-link : Increases the frequency of multi-strike moves.,Gray
<img src = "http://www.serebii.net/blackwhite/pokemon/574.png">,#574,Gothita,Psychic,45,30,50,55,65,45,Frisk : The Pokemon can check a foe's held item./Shadow-tag : Prevents the foe from escaping.,Purple
<img src = "http://www.serebii.net/blackwhite/pokemon/575.png">,#575,Gothorita,Psychic,60,45,70,75,85,55,Frisk : The Pokemon can check a foe's held item./Shadow-tag : Prevents the foe from escaping.,Purple
<img src = "http://www.serebii.net/blackwhite/pokemon/576.png">,#576,Gothitelle,Psychic,70,55,95,95,110,65,Frisk : The Pokemon can check a foe's held item./Shadow-tag : Prevents the foe from escaping.,Purple
<img src = "http://www.serebii.net/blackwhite/pokemon/577.png">,#577,Solosis,Psychic,45,30,40,105,50,20,Overcoat : Protects the Pokemon from damage from weather./Magic-guard : The Pokemon only takes damage from attacks./Regenerator : Restores a little HP when withdrawn from battle.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/578.png">,#578,Duosion,Psychic,65,40,50,125,60,30,Overcoat : Protects the Pokemon from damage from weather./Magic-guard : The Pokemon only takes damage from attacks./Regenerator : Restores a little HP when withdrawn from battle.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/579.png">,#579,Reuniclus,Psychic,110,65,75,125,85,30,Overcoat : Protects the Pokemon from damage from weather./Magic-guard : The Pokemon only takes damage from attacks./Regenerator : Restores a little HP when withdrawn from battle.,Green
<img src = "http://www.serebii.net/blackwhite/pokemon/580.png">,#580,Ducklett,Water/Flying,62,44,50,44,50,55,Keen-eye : Prevents other Pokemon from lowering accuracy./Big-pecks : Protects the Pokemon from Defense-lowering attacks./Hydration : Heals status problems if it is raining.,Blue
<img src = "http://www.serebii.net/blackwhite/pokemon/581.png">,#581,Swanna,Water/Flying,75,87,63,87,63,98,Keen-eye : Prevents other Pokemon from lowering accuracy./Big-pecks : Protects the Pokemon from Defense-lowering attacks./Hydration : Heals status problems if it is raining.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/582.png">,#582,Vanillite,Ice,36,50,50,65,60,44,Ice-body : The Pokemon gradually regains HP in a hailstorm./Weak-armor : Physical attacks lower Defense and raise Speed.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/583.png">,#583,Vanillish,Ice,51,65,65,80,75,59,Ice-body : The Pokemon gradually regains HP in a hailstorm./Weak-armor : Physical attacks lower Defense and raise Speed.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/584.png">,#584,Vanilluxe,Ice,71,95,85,110,95,79,Ice-body : The Pokemon gradually regains HP in a hailstorm./Weak-armor : Physical attacks lower Defense and raise Speed.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/585.png">,#585,Deerling,Normal/Grass,60,60,50,40,50,75,Chlorophyll : Boosts the Pokemon's Speed in sunshine./Sap-sipper : Boosts Attack when hit by a Grass-type move./Serene-grace : Boosts the likelihood of added effects appearing.,Yellow
<img src = "http://www.serebii.net/blackwhite/pokemon/586.png">,#586,Sawsbuck,Normal/Grass,80,100,70,60,70,95,Chlorophyll : Boosts the Pokemon's Speed in sunshine./Sap-sipper : Boosts Attack when hit by a Grass-type move./Serene-grace : Boosts the likelihood of added effects appearing.,Brown
<img src = "http://www.serebii.net/blackwhite/pokemon/587.png">,#587,Emolga,Electric/Flying,55,75,60,75,60,103,Static : Contact with the Pokemon may cause paralysis./Motor-drive : Raises Speed if hit by an Electric-type move.,White
<img src = "http://www.serebii.net/blackwhite/pokemon/588.png">,#588,Karrablast,Bug,50,75,45,40,45,60,Swarm : Powers up Bug-type moves in a pinch./Shed-skin : The Pokemon may heal its own status problems./No-guard : Ensures attacks by or against the Pokemon land.,Blue
